phylum,class,order,family,genus
 Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
 Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
 Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium
 Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Eggerthella
 Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Eggerthella
 Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia
 Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,
 Actinobacteria,KIST-JJY010,,,
 Actinobacteria,MB-A2-108,0319-7L14,,
 Actinobacteria,MB-A2-108,,,
 Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya
 Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor
 Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,
 Actinobacteria,OPB41,,,
 Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter
 Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,
 Actinobacteria,Thermoleophilia,Gaiellales,AK1AB1_02E,
 Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,
 Actinobacteria,Thermoleophilia,Gaiellales,,
 Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter
 Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,
 Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter
 Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,
 Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
 Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,
 Actinobacteria,Thermoleophilia,Solirubrobacterales,,
 Actinobacteria,Thermoleophilia,,,
 Actinobacteria,,,,
 AD3,ABS-6,,,
 AD3,JG37-AG-4,,,
 AD3,,,,
 AncK6,,,,
 Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex
 Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenivirga
 Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobaculum
 Aquificae,Aquificae,Aquificales,Aquificaceae,
 Aquificae,Aquificae,Aquificales,Desulfurobacteriaceae,
 Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,
 Aquificae,Aquificae,,,
 Armatimonadetes,0319-6E2,,,
 Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas
 Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,CL0-1
 Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,
 Armatimonadetes,Armatimonadia,FW68,,
 Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas
 Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,
 Armatimonadetes,Chthonomonadetes,Chthonomonadales,,
 Armatimonadetes,Chthonomonadetes,SJA-22,,
 Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas
 Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,
 Armatimonadetes,Fimbriimonadia,Fimbriimonadales,,
 Armatimonadetes,Fimbriimonadia,,,
 Armatimonadetes,MD2902-B50,,,
 Armatimonadetes,OPB50,,,
 Armatimonadetes,OS-L,,,
 Armatimonadetes,SHA-37,,,
 Armatimonadetes,SJA-176,GAB-B06,,
 Armatimonadetes,SJA-176,RB046,,
 Armatimonadetes,SJA-176,TP122,,
 Armatimonadetes,SJA-176,,,
 Armatimonadetes,,,,
 Bacteroidetes,At12OctB3,,,
 Bacteroidetes,Bacteroidia,Bacteroidales,BA008,
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,5-7N15
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,BF311
 Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,
 Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,
 Bacteroidetes,Bacteroidia,Bacteroidales,BS11,
 Bacteroidetes,Bacteroidia,Bacteroidales,GZKB119,
 Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,
 Bacteroidetes,Bacteroidia,Bacteroidales,ML635J-40,
 Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas
 Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter
 Bacteroidetes,Bacteroidia,Bacteroidales,p-2534-18B5,BE24
 Bacteroidetes,Bacteroidia,Bacteroidales,p-2534-18B5,
 Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,CF231
 Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Paraprevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,YRC22
 Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Candidatus Azobacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella
 Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
 Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,
 Bacteroidetes,Bacteroidia,Bacteroidales,RF16,
 Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,AF12
 Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28
 Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,PW3
 Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella
 Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,
 Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,
 Bacteroidetes,Bacteroidia,Bacteroidales,SB-1,
 Bacteroidetes,Bacteroidia,Bacteroidales,VC21_Bac22,
 Bacteroidetes,Bacteroidia,Bacteroidales,,
 Bacteroidetes,BME43,,,
 Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
 Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium
 Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,SC3-56
 Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,SGUS912
 Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,Ucs1325
 Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,
 Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Microscilla
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pontibacter
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga
 Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flexibacter
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flexithrix
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flexithrix
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Fulvivirga
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,JTB248
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Persicobacter
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Persicobacter
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga
 Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,
 Bacteroidetes,Cytophagia,Cytophagales,,
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Brumimicrobium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Wandonia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesonia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zhouia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,
 Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9,
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Ornithobacterium
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Wautersiella
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella
 Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,
 Bacteroidetes,Flavobacteriia,Flavobacteriales,,
 Bacteroidetes,Flavobacteriia,,,
 Bacteroidetes,Rhodothermi,Rhodothermales,Balneolaceae,Balneola
 Bacteroidetes,Rhodothermi,Rhodothermales,Balneolaceae,KSA1
 Bacteroidetes,Rhodothermi,Rhodothermales,Balneolaceae,
 Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Rhodothermus
 Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Rubricoccus
 Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Salinibacter
 Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Salisaeta
 Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,
 Bacteroidetes,Rhodothermi,Rhodothermales,,
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Chitinophaga
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Chitinophaga
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavihumibacter
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Niabella
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Niastella
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Segetibacter
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Terrimonas
 Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,
 Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Haliscomenobacter
 Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Lewinella
 Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Lewinella
 Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Lewinella
 Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Saprospira
 Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,
 Bacteroidetes,Saprospirae,Saprospirales,,
 Bacteroidetes,Saprospirae,,,
 Bacteroidetes,SB-5,,,
 Bacteroidetes,SM1A07,,,
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12,
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,
 Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,
 Bacteroidetes,VC2_1_Bac22,,,
 Bacteroidetes,,,,
 BHI80-139,bOHTK-109,,,
 BHI80-139,MD2896-B26,,,
 BHI80-139,,,,
 BRC1,NPL-UPA2,,,
 BRC1,PRR-11,,,
 BRC1,,,,
 Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
 Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,
 Caldiserica,Caldisericia,Caldisericales,,
 Caldiserica,OP5,LF045,,
 Caldiserica,OP5,WCHB1-02,SHBZ1169,
 Caldiserica,OP5,WCHB1-02,,
 Caldiserica,OP5,,,
 Caldiserica,TTA-B1,,,
 Caldiserica,WCHB1-03,,,
 Caldithrix,Caldithrixae,Caldithrixales,BA059,
 Caldithrix,Caldithrixae,Caldithrixales,Caldithrixaceae,Caldithrix
 Caldithrix,Caldithrixae,Caldithrixales,Caldithrixaceae,LCP-26
 Caldithrix,Caldithrixae,Caldithrixales,Caldithrixaceae,
 Caldithrix,Caldithrixae,Caldithrixales,,
 Caldithrix,KSB1,GW-22,,
 Caldithrix,KSB1,MSB-5B5,,
 Caldithrix,KSB1,Ucn15732,,
 Caldithrix,KSB1,WM105,,
 Caldithrix,KSB1,,,
 CD12,,,,
 Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia
 Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,
 Chlamydiae,Chlamydiia,Chlamydiales,Criblamydiaceae,
 Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia
 Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia
 Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia
 Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,
 Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia
 Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,
 Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,Waddlia
 Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,
 Chlamydiae,Chlamydiia,Chlamydiales,,
 Chlamydiae,Chlamydiia,,,
 Chlamydiae,,,,
 Chlorobi,BSV26,A89,,
 Chlorobi,BSV26,BSN164,,
 Chlorobi,BSV26,C20,,
 Chlorobi,BSV26,PK329,,
 Chlorobi,BSV26,VC38,,
 Chlorobi,BSV26,,,
 Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum
 Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum
 Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium
 Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon
 Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon
 Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris
 Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,
 Chlorobi,Chlorobia,Chloroherpetales,Chloroherpetaceae,Chloroherpeton
 Chlorobi,Chlorobia,Chloroherpetales,SM1B02,
 Chlorobi,Chlorobia,Chloroherpetales,,
 Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
 Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,
 Chlorobi,Ignavibacteria,Ignavibacteriales,lheB3-7,
 Chlorobi,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,
 Chlorobi,Ignavibacteria,Ignavibacteriales,OTUb7,
 Chlorobi,Ignavibacteria,Ignavibacteriales,,
 Chlorobi,Ignavibacteria,SM1H02,,
 Chlorobi,OPB56,,,
 Chlorobi,SJA-28,,,
 Chlorobi,,,,
 Chloroflexi,Anaerolineae,A31,S47,
 Chloroflexi,Anaerolineae,A31,,
 Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea
 Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Bellilinea
 Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,C1_B004
 Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Longilinea
 Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,SHD-14
